600001,202,1,100052,30,100051,3,100050,3,2147483647,-1,2147483647,-1,2147483647,-1
500001,201,1,3,-1,46,-1,89,-1,131,-1,2147483647,-1,2147483647,-1
500002,201,1,7,-1,50,-1,93,-1,135,-1,2147483647,-1,2147483647,-1
500003,201,1,13,-1,56,-1,99,-1,141,-1,2147483647,-1,2147483647,-1
500004,201,1,387,-1,391,-1,395,-1,399,-1,2147483647,-1,2147483647,-1
500005,201,1,406,-1,436,-1,466,-1,496,-1,2147483647,-1,2147483647,-1
500006,201,1,421,-1,451,-1,481,-1,511,-1,2147483647,-1,2147483647,-1
500007,201,1,424,-1,450,-1,480,-1,510,-1,2147483647,-1,2147483647,-1
500008,201,1,407,-1,437,-1,467,-1,497,-1,526,-1,2147483647,-1
500009,201,1,419,-1,449,-1,479,-1,532,-1,2147483647,-1,2147483647,-1
500010,201,1,432,-1,462,-1,492,-1,522,-1,2147483647,-1,2147483647,-1
500011,201,1,540,-1,600,-1,580,-1,620,-1,2147483647,-1,2147483647,-1
500012,201,1,618,-1,626,-1,634,-1,642,-1,2147483647,-1,2147483647,-1
500013,201,1,539,-1,562,-1,582,-1,602,-1,2147483647,-1,2147483647,-1
500014,201,1,623,-1,631,-1,639,-1,647,-1,671,-1,2147483647,-1
500015,201,1,667,-1,668,-1,669,-1,670,-1,693,-1,2147483647,-1
500016,201,1,542,-1,558,-1,578,-1,598,-1,615,-1,2147483647,-1
500017,201,1,541,-1,555,-1,578,-1,598,-1,2147483647,-1,2147483647,-1
500018,201,1,537,-1,555,-1,578,-1,598,-1,2147483647,-1,2147483647,-1
500019,201,1,774,-1,775,-1,776,-1,777,-1,778,-1,2147483647,-1
500020,201,1,705,-1,707,-1,709,-1,711,-1,713,-1,2147483647,-1
500021,201,1,720,-1,729,-1,738,-1,498,-1,2147483647,-1,2147483647,-1
500022,201,1,802,-1,803,-1,804,-1,498,-1,2147483647,-1,2147483647,-1
500023,201,1,998,-1,750,-1,791,-1,1028,-1,2147483647,-1,2147483647,-1
500024,201,1,1029,-1,1030,-1,1031,-1,1063,-1,2147483647,-1,2147483647,-1
550001,200,1,30,-1,73,-1,116,-1,158,-1,2147483647,-1,2147483647,-1
550002,200,1,389,-1,393,-1,397,-1,401,-1,2147483647,-1,2147483647,-1
550003,200,1,427,-1,457,-1,487,-1,517,-1,2147483647,-1,2147483647,-1
550004,200,1,426,-1,456,-1,486,-1,516,-1,533,-1,2147483647,-1
550005,200,1,405,-1,435,-1,465,-1,495,-1,2147483647,-1,2147483647,-1
550006,200,1,430,-1,460,-1,490,-1,520,-1,2147483647,-1,2147483647,-1
550007,200,1,411,-1,441,-1,471,-1,501,-1,529,-1,2147483647,-1
550008,200,1,425,-1,455,-1,485,-1,515,-1,2147483647,-1,2147483647,-1
550009,200,1,413,-1,443,-1,503,-1,531,-1,2147483647,-1,2147483647,-1
550010,200,1,554,-1,614,-1,594,-1,621,-1,2147483647,-1,2147483647,-1
550011,200,1,619,-1,627,-1,635,-1,643,-1,2147483647,-1,2147483647,-1
550012,200,1,624,-1,632,-1,640,-1,648,-1,672,-1,2147483647,-1
550013,200,1,625,-1,633,-1,641,-1,649,-1,694,-1,2147483647,-1
550014,200,1,695,-1,696,-1,697,-1,515,-1,2147483647,-1,2147483647,-1
550015,200,1,887,-1,886,-1,830,-1,2147483647,-1,2147483647,-1,2147483647,-1
550016,200,1,863,-1,864,-1,865,-1,856,-1,2147483647,-1,2147483647,-1
550017,200,1,910,-1,911,-1,912,-1,913,-1,914,-1,2147483647,-1
550018,200,1,866,-1,867,-1,868,-1,869,-1,2147483647,-1,2147483647,-1
550019,200,1,739,-1,748,-1,747,-1,830,-1,2147483647,-1,2147483647,-1
550020,200,1,706,-1,708,-1,710,-1,712,-1,2147483647,-1,2147483647,-1
550021,200,1,1036,-1,1035,-1,1005,-1,1034,-1,2147483647,-1,2147483647,-1
600002,202,1,100030,1,100031,1,100032,1,100033,1,100034,1,2147483647,-1
600003,202,1,100035,1,100036,1,100037,1,100038,1,100039,1,2147483647,-1
600004,202,1,100072,10,100071,10,100070,10,2147483647,-1,2147483647,-1,2147483647,-1
500025,201,1,824,-1,825,-1,1006,-1,1007,-1,2147483647,-1,2147483647,-1
550022,200,1,919,-1,920,-1,921,-1,922,-1,2147483647,-1,2147483647,-1
